fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,target
0.45454547,0.08,0.19879518,0.016871165,0.084070794,0.09375,0.39631337,0.15982263,0.34108528,0.11931818,0.14492753,1.0
0.2644628,0.23333333,0.18072289,0.021472393,0.16150442,0.017361112,0.07603686,0.122421436,0.4728682,0.13636364,0.5652174,0.0
0.1983471,0.18,0.12048193,0.2684049,0.12610619,0.11111111,0.35023043,0.23076923,0.33333334,0.1590909,0.11594203,0.0
0.24793388,0.11333334,0.20481928,0.20552148,0.044247787,0.15972222,0.29262674,0.15596683,0.503876,0.1590909,0.6086956,0.0
0.23140496,0.12,0.27710843,0.11042945,0.07743363,0.16319445,0.41474655,0.16753422,0.37209302,0.18181819,0.1594203,1.0
0.23966943,0.026666667,0.18072289,0.07055215,0.07964602,0.12847222,0.24654378,0.123578176,0.4728682,0.125,0.3043478,0.0
0.3305785,0.06,0.30120483,0.010736196,0.07300885,0.11805555,0.30875576,0.0634278,0.34108528,0.10227273,0.5797101,0.0
0.4214876,0.14,0.21084337,0.01993865,0.121681415,0.083333336,0.11751152,0.19066899,0.35658914,0.64772725,0.33333334,0.0
0.5289256,0.10666667,0.2951807,0.027607363,0.13938053,0.03125,0.050691243,0.20609215,0.3255814,0.2215909,0.3478261,1.0
0.18181819,0.27666667,0.1626506,0.06748466,0.32079646,0.055555556,0.28341013,0.13206092,0.24031007,0.07954545,0.1884058,1.0
0.3140496,0.21333334,0.1626506,0.07055215,0.03982301,0.10763889,0.218894,0.08887604,0.3875969,0.22727273,0.6231884,0.0
0.38842976,0.13333334,0.20481928,0.20245399,0.06415929,0.10763889,0.35714287,0.21187584,0.31782946,0.10227273,0.2753623,0.0
0.5371901,0.3,0.28915662,0.029141104,0.11283186,0.017361112,0.043778803,0.24465008,0.31007752,0.21022727,0.1884058,0.0
0.2644628,0.10666667,0.20481928,0.036809817,0.050884955,0.121527776,0.22119816,0.065355696,0.35658914,0.11931818,0.6086956,0.0
0.3305785,0.36666667,0.28915662,0.016871165,0.19469027,0.045138888,0.20737328,0.17331791,0.36434108,0.22727273,0.2173913,1.0
0.20661157,0.07333333,0.16867469,0.018404908,0.022123894,0.09375,0.35023043,0.06921149,0.37209302,0.23863636,0.49275362,0.0
0.34710744,0.08,0.21686748,0.009202454,0.044247787,0.06944445,0.16589862,0.096202046,0.27906978,0.08522727,0.3478261,0.0
0.25619835,0.17333333,0.44578314,0.16257669,0.12610619,0.14930555,0.33179724,0.18681319,0.21705426,0.33522728,0.17391305,1.0
0.3553719,0.31,0.10843374,0.01993865,0.15044248,0.041666668,0.06682028,0.19452478,0.4496124,0.21022727,0.14492753,0.0
0.2644628,0.18,0.18674698,0.018404908,0.12610619,0.048611112,0.359447,0.14054367,0.35658914,0.14204545,0.20289855,1.0
0.25619835,0.33333334,0.12048193,0.017638037,0.10176991,0.024305556,0.03686636,0.117794484,0.5116279,0.1534091,0.5362319,1.0
0.3140496,0.20666666,0.13253012,0.03374233,0.053097345,0.0625,0.24654378,0.105841525,0.24031007,0.039772727,0.3188406,1.0
0.18181819,0.07333333,0.15662651,0.18098159,0.07964602,0.1701389,0.3248848,0.19452478,0.4496124,0.07954545,0.13043478,0.0
0.23140496,0.13333334,0.18072289,0.11042945,0.081858404,0.19444445,0.4516129,0.16753422,0.4031008,0.09659091,0.2173913,1.0
0.19008264,0.2,0.12048193,0.09202454,0.046460178,0.083333336,0.30184332,0.12897629,0.4496124,0.26704547,0.3478261,0.0
0.19008264,0.13333334,0.09638554,0.010736196,0.10619469,0.121527776,0.2764977,0.12377097,0.31782946,0.13636364,0.10144927,0.0
0.25619835,0.28666666,0.13855422,0.021472393,0.13274336,0.041666668,0.03686636,0.14015809,0.5271318,0.35227272,0.46376812,0.0
0.19008264,0.093333334,0.22891566,0.03374233,0.2920354,0.038194444,0.1359447,0.07113939,0.17829457,0.23863636,0.49275362,0.0
0.37190083,0.13333334,0.28915662,0.023006136,0.17920354,0.017361112,0.013824885,0.1343744,0.41860464,0.22727273,0.6376812,0.0
0.27272728,0.026666667,0.18072289,0.03834356,0.013274336,0.048611112,0.071428575,0.056487374,0.23255815,0.17045455,0.5652174,0.0
0.30578512,0.16666667,0.16867469,0.06595092,0.06637168,0.06944445,0.343318,0.12994024,0.49612403,0.19886364,0.42028984,0.0
0.3140496,0.053333335,0.26506025,0.012269938,0.06858407,0.083333336,0.23732719,0.11740891,0.30232558,0.30113637,0.33333334,0.0
0.25619835,0.21333334,0.25903615,0.08588957,0.117256634,0.1423611,0.39631337,0.16213611,0.30232558,0.17613636,0.20289855,1.0
0.28099173,0.14,0.24096386,0.107361965,0.026548672,0.19097222,0.3940092,0.10969732,0.24806201,0.056818184,0.5072464,0.0
0.2644628,0.06,0.44578314,0.18711656,0.07300885,0.07986111,0.2764977,0.13668787,0.41860464,0.09090909,0.6086956,0.0
0.4876033,0.10666667,0.27108434,0.009202454,0.046460178,0.034722224,0.122119814,0.105841525,0.015503876,0.14204545,0.4057971,0.0
0.47933885,0.2,0.18674698,0.029141104,0.18584071,0.052083332,0.09907834,0.21380374,0.36434108,0.27272728,0.28985506,0.0
0.23140496,0.086666666,0.20481928,0.07668712,0.07522124,0.10069445,0.30875576,0.11336032,0.3875969,0.09090909,0.4347826,1.0
0.32231405,0.38666666,0.024096385,0.015337423,0.059734512,0.010416667,0.0069124424,0.1752458,0.5271318,0.14204545,0.20289855,1.0
0.38016528,0.08,0.22891566,0.17177914,0.095132746,0.1736111,0.3778802,0.25621748,0.48062015,0.3409091,0.13043478,0.0
0.18181819,0.18,0.30722892,0.009202454,0.03761062,0.03125,0.22119816,0.061499905,0.5736434,0.11363637,0.5652174,0.0
0.18181819,0.13333334,0.20481928,0.015337423,0.23672566,0.11111111,0.22580644,0.096202046,0.36434108,0.09090909,0.3188406,0.0
0.75206614,0.18,0.2951807,0.0797546,0.119469024,0.013888889,0.06682028,0.27549642,0.37209302,0.25,0.5797101,0.0
0.23966943,0.25333333,0.1626506,0.07055215,0.059734512,0.11805555,0.20737328,0.08058608,0.34108528,0.125,0.6376812,0.0
0.43801653,0.29333332,0.19879518,0.010736196,0.12831858,0.027777778,0.05529954,0.20609215,0.4031008,0.2159091,0.1884058,1.0
0.21487603,0.15333334,0.24096386,0.08588957,0.061946902,0.15625,0.37557605,0.15789473,0.33333334,0.13636364,0.1884058,0.0
0.5041322,0.30666667,0.27108434,0.02607362,0.13053097,0.052083332,0.078341015,0.23115481,0.51937985,0.22727273,0.20289855,1.0
0.6694215,0.19333333,0.41566265,0.02607362,0.1460177,0.038194444,0.041474655,0.16753422,0.21705426,0.24431819,0.6956522,0.0
0.18181819,0.16666667,0.12048193,0.018404908,0.042035397,0.16666667,0.35253456,0.09234625,0.53488374,0.17613636,0.4347826,0.0
0.25619835,0.14666666,0.21686748,0.004601227,0.055309735,0.13541667,0.34562212,0.049546946,0.27906978,0.07954545,0.5942029,0.0
0.27272728,0.16,0.18072289,0.14263804,0.06415929,0.21527778,0.42857143,0.17948718,0.31007752,0.1534091,0.3188406,0.0
0.2231405,0.23333333,0.16867469,0.17484662,0.097345136,0.07638889,0.38709676,0.22151533,0.45736435,0.1875,0.1884058,1.0
0.16528925,0.15333334,0.19277108,0.05981595,0.026548672,0.09375,0.20276497,0.037593983,0.4108527,0.17045455,0.82608694,0.0
0.23140496,0.1,0.22289157,0.12116564,0.053097345,0.15625,0.33870968,0.16676307,0.37209302,0.14772727,0.20289855,0.0
0.1983471,0.14,0.15662651,0.19171779,0.07522124,0.1875,0.4562212,0.19934452,0.34108528,0.10795455,0.23188406,0.0
0.23966943,0.08,0.14457831,0.090490796,0.07079646,0.09375,0.21658987,0.12280702,0.31007752,0.0625,0.3188406,0.0
0.30578512,0.07333333,0.20481928,0.030674847,0.055309735,0.11111111,0.27419356,0.10005784,0.29457363,0.1534091,0.44927537,0.0
0.20661157,0.11333334,0.13855422,0.21932516,0.059734512,0.15972222,0.31336406,0.19163293,0.3255814,0.07386363,0.24637681,0.0
0.27272728,0.23333333,0.18072289,0.09202454,0.028761063,0.048611112,0.30414745,0.08000771,0.35658914,0.13636364,0.6666667,0.0
0.5123967,0.18,0.27108434,0.029141104,0.17699115,0.065972224,0.1889401,0.23269713,0.33333334,0.11931818,0.20289855,1.0
0.37190083,0.38666666,0.090361446,0.01993865,0.14823009,0.055555556,0.08294931,0.19452478,0.45736435,0.18181819,0.23188406,0.0
0.19008264,0.12,0.15060242,0.035276074,0.07743363,1.0,1.0,0.11625217,0.55813956,0.23863636,0.36231884,1.0
0.2231405,0.08,0.30120483,0.2684049,0.092920355,0.1701389,0.4953917,0.23713128,0.17054264,0.23863636,0.11594203,0.0
0.23140496,0.11333334,0.20481928,0.036809817,0.092920355,0.072916664,0.31105992,0.12087912,0.41860464,0.14204545,0.3478261,0.0
0.3140496,0.14,0.25301206,0.010736196,0.050884955,0.059027776,0.1843318,0.07113939,0.20930232,0.09659091,0.47826087,1.0
0.19421488,0.086666666,0.22289157,0.0398773,0.019911505,0.065972224,0.17050691,0.07036823,0.51937985,0.14204545,0.5797101,1.0
0.2892562,0.39333335,0.012048192,0.024539877,0.13274336,0.104166664,0.19815668,0.16483517,0.4651163,0.26136363,0.44927537,0.0
0.29752067,0.11333334,0.22289157,0.030674847,0.084070794,0.07986111,0.29032257,0.08232119,0.24806201,0.17613636,0.46376812,0.0
0.12396694,0.45333335,0.018072288,0.032208588,0.06858407,0.090277776,0.20046084,0.11740891,0.48062015,0.09090909,0.17391305,1.0
0.29752067,0.11333334,0.21686748,0.19325154,0.121681415,0.18055555,0.39631337,0.20223635,0.2248062,0.14772727,0.14492753,0.0
0.5371901,0.11333334,0.28915662,0.024539877,0.06637168,0.09375,0.3640553,0.20994794,0.36434108,0.21022727,0.24637681,1.0
0.34710744,0.11333334,0.15662651,0.20552148,0.06858407,0.1388889,0.55760366,0.22151533,0.24031007,0.19886364,0.10144927,0.0
0.3553719,0.08,0.18072289,0.010736196,0.053097345,0.020833334,0.09907834,0.10237131,0.20930232,0.28977272,0.33333334,1.0
0.3140496,0.18666667,0.18674698,0.016871165,0.14823009,0.08680555,0.1359447,0.19375362,0.5736434,0.22727273,0.2173913,0.0
0.25619835,0.16,0.15662651,0.02607362,0.03982301,0.034722224,0.22350231,0.076151915,0.2635659,0.11363637,0.44927537,0.0
0.21487603,0.016666668,0.1746988,0.0076687117,0.050884955,0.14930555,0.30875576,0.08309235,0.3488372,0.1875,0.39130434,0.0
0.14049587,0.04,0.1626506,0.061349694,0.03761062,0.072916664,0.22580644,0.15018316,0.48062015,0.125,0.14492753,1.0
0.45454547,0.21333334,0.2951807,0.029141104,0.16150442,0.12847222,0.31336406,0.20609215,0.3875969,0.1875,0.20289855,1.0
0.14876033,0.28,0.05421687,0.02607362,0.081858404,0.055555556,0.21428572,0.12704839,0.70542634,0.23295455,0.7246377,1.0
0.446281,0.34,0.14457831,0.041411042,0.19690265,0.065972224,0.09447005,0.22537112,0.41860464,0.2556818,0.23188406,1.0
0.3305785,0.086666666,0.2951807,0.011503068,0.088495575,0.017361112,0.09677419,0.07692308,0.33333334,0.03409091,0.49275362,1.0
0.29752067,0.24666667,0.19277108,0.09969325,0.07079646,0.055555556,0.25576037,0.1752458,0.4651163,0.10795455,0.3478261,1.0
0.28099173,0.1,0.23493975,0.02607362,0.046460178,0.097222224,0.22119816,0.07113939,0.41860464,0.18181819,0.6231884,0.0
0.27272728,0.12666667,0.14457831,0.18404908,0.07079646,0.16319445,0.2580645,0.19568151,0.24806201,0.19318181,0.28985506,0.0
0.2231405,0.5366667,0.0,0.02607362,0.34070796,0.017361112,0.013824885,0.16194332,0.6511628,0.16477273,0.4057971,1.0
0.32231405,0.046666667,0.1746988,0.010736196,0.03761062,0.03125,0.13364056,0.11740891,0.4883721,0.09659091,0.3043478,1.0
0.2644628,0.14666666,0.19277108,0.08895706,0.048672568,0.09375,0.20967741,0.10198573,0.39534885,0.125,0.5507246,0.0
0.5041322,0.44,0.11445783,0.0797546,0.21902655,0.11111111,0.16129032,0.22498554,0.3255814,0.1875,0.20289855,1.0
0.32231405,0.41666666,0.060240965,0.030674847,0.15929204,0.027777778,0.04608295,0.20223635,0.51937985,0.1534091,0.24637681,1.0
0.29752067,0.06666667,0.20481928,0.032208588,0.03982301,0.10069445,0.2327189,0.09427415,0.19379845,0.17613636,0.4347826,0.0
0.28099173,0.0,0.2951807,0.010736196,0.084070794,0.059027776,0.32718894,0.14247157,0.5736434,0.125,0.3188406,0.0
0.21487603,0.093333334,0.20481928,0.018404908,0.09955752,0.097222224,0.22580644,0.16946211,0.8449612,0.19886364,0.33333334,0.0
0.2892562,0.16666667,0.24096386,0.095858894,0.057522126,0.10763889,0.30414745,0.09427415,0.24031007,0.045454547,0.5652174,0.0
0.2231405,0.093333334,0.16867469,0.04754601,0.1039823,0.097222224,0.33410138,0.08983999,0.39534885,0.10795455,0.5942029,0.0
0.41322315,0.10666667,0.21084337,0.016871165,0.095132746,0.041666668,0.048387095,0.13167535,0.3255814,0.21022727,0.47826087,0.0
0.25619835,0.093333334,0.16867469,0.11042945,0.084070794,0.14583333,0.25345623,0.11856564,0.3875969,0.2159091,0.5072464,0.0
0.18181819,0.053333335,0.18072289,0.09355828,0.06858407,0.14583333,0.33870968,0.15403895,0.70542634,0.13636364,0.3768116,1.0
0.27272728,0.11333334,0.18072289,0.027607363,0.06637168,0.083333336,0.26728112,0.13283208,0.5503876,0.2215909,0.36231884,0.0
0.23966943,0.14666666,0.30120483,0.17638037,0.07300885,0.12847222,0.27880183,0.19838056,0.24806201,0.17613636,0.13043478,0.0
0.20661157,0.13333334,0.20481928,0.115030676,0.057522126,0.14930555,0.28341013,0.10352805,0.41860464,0.039772727,0.5942029,0.0
0.36363637,0.28,0.21084337,0.035276074,0.14380531,0.06944445,0.27880183,0.20223635,0.39534885,0.22727273,0.20289855,1.0
0.23140496,0.10666667,0.1746988,0.021472393,0.024336284,0.0625,0.1843318,0.055716213,0.4108527,0.13068181,0.65217394,0.0
0.8264463,0.27333334,0.40361446,0.036809817,0.17920354,0.017361112,0.020737328,0.22151533,0.23255815,0.4034091,0.5797101,0.0
0.28099173,0.19333333,0.24096386,0.16871166,0.044247787,0.114583336,0.47926268,0.1771737,0.29457363,0.16477273,0.26086956,0.0
0.36363637,0.2,0.19277108,0.029141104,0.15044248,0.07986111,0.14976959,0.17601697,0.42635658,0.35795453,0.4347826,0.0
0.2644628,0.1,0.15662651,0.10122699,0.06415929,0.06944445,0.19354838,0.15384616,0.3875969,0.1875,0.2173913,0.0
0.23140496,0.086666666,0.23493975,0.02607362,0.06415929,0.104166664,0.22119816,0.09832273,0.3875969,0.20454545,0.42028984,0.0
0.2231405,0.12,0.18674698,0.010736196,0.048672568,0.2013889,0.3202765,0.044919994,0.34108528,0.18181819,0.6376812,0.0
0.19008264,0.08,0.20481928,0.13650307,0.06415929,0.12847222,0.44930875,0.15211105,0.3255814,0.125,0.3043478,1.0
0.11570248,0.06,0.1626506,0.0015337423,0.03982301,0.034722224,0.14285715,0.09774436,0.4496124,0.10795455,0.26086956,1.0
0.1983471,0.16666667,0.24698795,0.24846625,0.055309735,0.19791667,0.38479263,0.2257567,0.4108527,0.19886364,0.20289855,0.0
0.16528925,0.04,0.090361446,0.08435583,0.06637168,0.090277776,0.26958525,0.12550607,0.2635659,0.2159091,0.2753623,0.0
0.1983471,0.17333333,0.15060242,0.17638037,0.1039823,0.11111111,0.38018432,0.20397146,0.3255814,0.19318181,0.10144927,0.0
0.28099173,0.08,0.18072289,0.021472393,0.059734512,0.14583333,0.41935483,0.07692308,0.4496124,0.10795455,0.5797101,0.0
0.37190083,0.046666667,0.23493975,0.010736196,0.095132746,0.10763889,0.32258064,0.113553114,0.27906978,0.09659091,0.36231884,0.0
0.23140496,0.48,0.018072288,0.11042945,0.14823009,0.017361112,0.013824885,0.1771737,0.62015504,0.1590909,0.6086956,1.0
0.2644628,0.26666668,0.072289154,0.05981595,0.084070794,0.07638889,0.1843318,0.1324465,0.10852713,0.07386363,0.14492753,1.0
0.34710744,0.21333334,0.19879518,0.108895704,0.048672568,0.090277776,0.21198156,0.12319259,0.35658914,0.10795455,0.6086956,0.0
0.29752067,0.22,0.39759037,0.15644172,0.086283185,0.2638889,0.43317974,0.20223635,0.25581396,0.13636364,0.10144927,1.0
0.5041322,0.28,0.14457831,0.02607362,0.20132743,0.017361112,0.01843318,0.20609215,0.48062015,0.17045455,0.28985506,1.0
0.3305785,0.15333334,0.24096386,0.015337423,0.03318584,0.065972224,0.18663594,0.07692308,0.33333334,0.14772727,0.5652174,0.0
0.58677685,0.16,0.31325302,0.018404908,0.26548672,0.055555556,0.08755761,0.19722383,0.43410853,0.3125,0.5072464,0.0
0.2644628,0.026666667,0.1746988,0.148773,0.059734512,0.1388889,0.21198156,0.16444959,0.36434108,0.09090909,0.26086956,0.0
0.28099173,0.38666666,0.018072288,0.02607362,0.1460177,0.052083332,0.1843318,0.19895893,0.627907,0.19886364,0.24637681,1.0
0.29752067,0.12666667,0.15662651,0.17177914,0.090707965,0.1875,0.38479263,0.1904762,0.30232558,0.2159091,0.26086956,1.0
0.25619835,0.06666667,0.22891566,0.090490796,0.059734512,0.065972224,0.23963134,0.13861577,0.29457363,0.11363637,0.36231884,1.0
0.1983471,0.14666666,0.19277108,0.009202454,0.088495575,0.10763889,0.4124424,0.106998265,0.43410853,0.125,0.3043478,1.0
0.19008264,0.14666666,0.19277108,0.024539877,0.06637168,0.1388889,0.31336406,0.04646231,0.45736435,0.125,0.68115944,0.0
0.38016528,0.18,0.33734939,0.20245399,0.07964602,0.1875,0.42396313,0.23501061,0.27131784,0.20454545,0.20289855,0.0
0.7355372,0.34666666,0.39156628,0.02607362,0.11283186,0.017361112,0.043778803,0.24272218,0.24031007,0.19886364,0.2753623,1.0
0.24793388,0.46333334,0.0,0.036809817,0.19911504,0.024305556,0.039170507,0.1810295,0.56589144,0.19318181,0.39130434,1.0
0.6363636,0.22666667,0.28915662,0.030674847,0.14380531,0.024305556,0.032258064,0.21997301,0.2868217,0.17613636,0.4347826,1.0
0.17355372,0.086666666,0.13855422,0.11196319,0.046460178,0.072916664,0.2857143,0.14054367,0.5116279,0.21022727,0.42028984,0.0
0.21487603,0.11333334,0.24698795,0.12269939,0.06637168,0.19444445,0.38479263,0.1810295,0.21705426,0.125,0.1594203,1.0
0.2644628,0.06,0.19879518,0.05214724,0.048672568,0.055555556,0.27880183,0.1212647,0.36434108,0.09659091,0.3768116,0.0
0.23140496,0.23333333,0.14457831,0.17331289,0.061946902,0.18402778,0.35253456,0.17563139,0.3255814,0.18181819,0.26086956,0.0
0.37190083,0.086666666,0.3493976,0.2530675,0.081858404,0.21180555,0.4769585,0.26007327,0.2248062,0.16477273,0.1884058,0.0
0.338843,0.19333333,0.18072289,0.032208588,0.03761062,0.21875,0.35023043,0.08656256,0.31007752,0.21022727,0.5797101,0.0
0.20661157,0.16,0.21084337,0.16104294,0.059734512,0.097222224,0.4423963,0.21765953,0.49612403,0.1590909,0.20289855,0.0
0.47933885,0.14,0.27710843,0.01303681,0.059734512,0.265625,0.5,0.14054367,0.15503876,0.13636364,0.2173913,0.0
0.25619835,0.11333334,0.18072289,0.053680982,0.092920355,0.07638889,0.25345623,0.13283208,0.20930232,0.09090909,0.20289855,0.0
0.21487603,0.093333334,0.19277108,0.17484662,0.119469024,0.19444445,0.35023043,0.23308271,0.68217057,0.11931818,0.14492753,0.0
0.28099173,0.1,0.22891566,0.08435583,0.121681415,0.065972224,0.19354838,0.15133989,0.3488372,0.32386363,0.24637681,1.0
0.2644628,0.38,0.012048192,0.023006136,0.119469024,0.024305556,0.043778803,0.19452478,0.5813953,0.2556818,0.2173913,0.0
0.3140496,0.29333332,0.072289154,0.036809817,0.121681415,0.038194444,0.108294934,0.19259688,0.49612403,0.19886364,0.1594203,1.0
0.21487603,0.2,0.11445783,0.05981595,0.057522126,0.121527776,0.26036867,0.08482745,0.27131784,0.11363637,0.46376812,0.0
0.27272728,0.1,0.23493975,0.015337423,0.044247787,0.038194444,0.1359447,0.051860422,0.4108527,0.10227273,0.68115944,0.0
0.07438017,0.17,0.084337346,0.010736196,0.053097345,0.2361111,0.37327188,0.09658762,0.5813953,0.13636364,0.36231884,1.0
0.2892562,0.16,0.20481928,0.09202454,0.044247787,0.07986111,0.24423963,0.153075,0.3875969,0.13636364,0.26086956,0.0
0.1983471,0.15333334,0.12650603,0.08742331,0.06415929,0.1701389,0.48847926,0.13475998,0.33333334,0.2159091,0.28985506,1.0
0.2231405,0.20666666,0.13855422,0.073619634,0.086283185,0.083333336,0.32949308,0.1212647,0.4031008,0.07386363,0.28985506,1.0
0.1322314,0.14,0.22891566,0.009202454,0.03761062,0.104166664,0.29032257,0.0354733,0.43410853,0.07954545,0.6376812,0.0
0.1983471,0.08,0.16867469,0.0076687117,0.059734512,0.07986111,0.16589862,0.053788316,0.49612403,0.14204545,0.5942029,0.0
0.19008264,0.21333334,0.18674698,0.004601227,0.07964602,0.07638889,0.3778802,0.113553114,0.3875969,0.3125,0.2173913,0.0
0.34710744,0.29333332,0.15060242,0.021472393,0.1460177,0.0625,0.122119814,0.17370349,0.4496124,0.14772727,0.3188406,1.0
0.36363637,0.5366667,0.12048193,0.012269938,0.16371681,0.020833334,0.057603687,0.14439946,0.30232558,0.13636364,0.28985506,1.0
0.21487603,0.12666667,0.19277108,0.05981595,0.50442475,0.20833333,0.38709676,0.14825526,0.31007752,0.14772727,0.20289855,1.0
0.41322315,0.38666666,0.15662651,0.016871165,0.13716814,0.010416667,0.039170507,0.19259688,0.33333334,0.29545453,0.17391305,1.0
0.23140496,0.17333333,0.10843374,0.08895706,0.15486726,0.15972222,0.5391705,0.19259688,0.5426357,0.14772727,0.17391305,1.0
0.25619835,0.21333334,0.10240964,0.18865031,0.046460178,0.2013889,0.41474655,0.20107962,0.27906978,0.1534091,0.20289855,1.0
0.32231405,0.23333333,0.22289157,0.14417177,0.34734514,0.072916664,0.47004607,0.205321,0.23255815,0.23863636,0.2173913,1.0
0.32231405,0.16,0.36746988,0.17177914,0.06415929,0.22569445,0.41935483,0.20879121,0.21705426,0.18181819,0.1884058,1.0
0.28099173,0.33333334,0.3253012,0.023006136,0.22566372,0.0069444445,0.0069124424,0.19433199,0.4728682,0.19886364,0.33333334,1.0
0.34710744,0.42,0.0,0.030674847,0.15044248,0.034722224,0.06451613,0.20223635,0.55813956,0.17613636,0.2173913,1.0
0.23966943,0.1,0.15662651,0.012269938,0.10619469,0.11111111,0.34101382,0.1212647,0.4031008,0.19318181,0.2173913,0.0
0.14876033,0.1,0.15060242,0.11349693,0.06858407,0.104166664,0.218894,0.13842298,0.36434108,0.11363637,0.3478261,0.0
0.28099173,0.1,0.23493975,0.20858896,0.10176991,0.16666667,0.42857143,0.20802005,0.2015504,0.14772727,0.14492753,0.0
0.10743801,0.12,0.20481928,0.08895706,0.048672568,0.08680555,0.21428572,0.14227878,0.39534885,0.10795455,0.17391305,0.0
0.23966943,0.39666668,0.042168673,0.027607363,0.17035398,0.055555556,0.17511521,0.16753422,0.4883721,0.18181819,0.3043478,1.0
0.24793388,0.1,0.1746988,0.22699386,0.13495575,0.19097222,0.38479263,0.21765953,0.2635659,0.10795455,0.10144927,0.0
0.38016528,0.37,0.21686748,0.021472393,0.17035398,0.048611112,0.11290322,0.19934452,0.45736435,0.19886364,0.3478261,1.0
