AT,EV,AP,RH,target
0.72,0.85071176,0.4184608,0.5098122,0.0
0.81718516,0.79234874,0.5204157,0.26002243,0.0
0.65037036,0.5880783,0.5186835,0.79296327,0.0
0.8554074,0.85960853,0.3152685,0.39585087,0.0
0.8568889,0.79234874,0.5471418,0.421783,0.0
0.65511113,0.64964414,0.4142539,0.35534063,0.0
0.7282963,0.42348754,0.31650582,0.38365573,0.0
0.61955553,0.6902135,0.6990844,0.44196805,0.0
0.5845926,0.58291817,0.5553081,0.69890666,0.0
0.7259259,0.34181494,0.36179164,0.3334735,0.0
0.53896296,0.25213522,0.36377135,0.46649846,1.0
0.30133334,0.24893239,0.5463994,0.9705635,1.0
0.63555557,0.6010676,0.59613955,0.6655453,0.0
0.14962962,0.2608541,0.95545655,0.688674,1.0
0.3591111,0.3113879,0.9769859,0.59293526,1.0
0.38696295,0.29928824,0.55283344,0.6391926,1.0
0.48355556,0.25551602,0.243999,0.42108214,1.0
0.7137778,0.825089,0.4278644,0.6450799,0.0
0.5060741,0.32384342,0.49245235,0.13765068,1.0
0.704,0.60622776,0.39569414,0.4538828,0.0
0.26251853,0.2964413,0.09057164,0.99705637,1.0
0.30755556,0.26459074,0.6077704,0.74656576,1.0
0.17007408,0.31120998,0.45335314,0.9032801,1.0
0.64533335,0.60622776,0.4224202,0.51850295,0.0
0.36237037,0.30391458,0.49121505,0.74404263,1.0
0.19051851,0.25355873,0.6211334,0.6954023,1.0
0.37333333,0.30978647,0.6669141,0.7531539,1.0
0.7608889,0.8288256,0.38010395,0.55340624,0.0
0.18755555,0.28291816,0.6859688,0.87566584,1.0
0.64118516,0.7772242,0.4357832,0.7283431,0.0
0.28118518,0.2702847,0.32368225,0.96972245,1.0
0.52977777,0.56868327,0.48304874,0.6546117,0.0
0.65096295,0.42597866,0.25760952,0.66932994,0.0
0.27377778,0.2738434,0.58549863,0.81679285,1.0
0.41896296,0.30035588,0.6142044,0.56784415,1.0
0.5751111,0.6012455,0.53922296,0.4331371,0.0
0.7685926,0.7113879,0.5421925,0.23969722,0.0
0.75614816,0.48896798,0.3214551,0.38337538,0.0
0.39911112,0.34199288,0.583024,0.7605831,1.0
0.6933333,0.463879,0.33506557,0.69722456,0.0
0.30814815,0.33772242,0.6208859,0.80403703,1.0
0.44562963,0.28451958,0.32788914,0.70647603,1.0
0.43555555,0.47153026,0.7295224,0.73409027,0.0
0.6625185,0.82241994,0.42736948,0.8571629,0.0
0.6651852,0.3103203,0.51546645,0.4599103,1.0
0.19555555,0.2455516,0.55877256,0.905663,1.0
0.72,0.65978646,0.44023755,0.61368096,0.0
0.35318518,0.35088968,0.7587231,0.74053824,1.0
0.9591111,0.75693953,0.3212076,0.021446593,0.0
0.53392595,0.6064057,0.49715418,0.87510514,0.0
0.49837038,0.36494663,0.3734224,0.716148,0.0
0.36237037,0.27046263,0.6312794,0.51836276,1.0
0.24414815,0.26459074,0.6636971,0.86347073,1.0
0.5368889,0.5674377,0.43825784,0.8484721,1.0
0.22696297,0.28540924,0.83147734,0.82828707,1.0
0.38874075,0.31423488,0.47562486,0.23479114,1.0
0.49066666,0.3475089,0.43850532,0.8120269,1.0
0.29066667,0.28790036,0.6693888,0.5273339,1.0
0.15792592,0.28220642,0.58673596,0.9571068,0.0
0.7176296,0.69537365,0.4914625,0.46860108,0.0
0.35318518,0.29217082,0.46671617,0.29212224,1.0
0.42933333,0.23790036,0.22024252,0.62573594,1.0
0.78548145,0.93576515,0.5374907,0.6778806,0.0
0.5976296,0.5948399,0.4412274,0.81356883,0.0
0.416,0.43291816,0.5553081,0.8470704,1.0
0.71437037,0.62206405,0.5731255,0.33221194,0.0
0.30755556,0.2613879,0.54145014,0.77908605,1.0
0.8619259,0.80854094,0.3857956,0.54205215,0.0
0.23437037,0.286121,0.5513487,0.77936643,1.0
0.8693333,0.7275801,0.3959416,0.4523409,0.0
0.6702222,0.3930605,0.3659985,0.5098122,0.0
0.101333335,0.1816726,0.8250433,0.70885897,1.0
0.70577776,0.79234874,0.5513487,0.6813849,0.0
0.79851854,0.7850534,0.38926008,0.37917018,0.0
0.21274073,0.20106761,0.8715664,0.6051304,1.0
0.73066664,0.67206407,0.51546645,0.70913935,0.0
0.2631111,0.2019573,0.72234595,0.7635268,1.0
0.312,0.26227757,0.5661965,0.88940287,1.0
0.46044445,0.24964413,0.50210345,0.54471546,1.0
0.69155556,0.56868327,0.48304874,0.18264648,0.0
0.17392592,0.22597864,0.6936402,0.771797,1.0
0.6900741,0.6425267,0.36995792,0.6579759,0.0
0.5908148,0.6128114,0.5879733,0.6185871,0.0
0.3031111,0.27437723,0.799802,0.80123353,1.0
0.13274074,0.32544485,0.68770105,0.5793384,1.0
0.46014816,0.3455516,0.36921555,0.3864592,1.0
0.6305185,0.7891459,0.41722345,0.87664706,0.0
0.66874075,0.56601423,0.4196981,0.6398935,0.0
0.16740741,0.25711745,0.6367236,0.8118867,1.0
0.18814814,0.2540925,0.45335314,0.7954864,1.0
0.44444445,0.3113879,0.5181886,0.6770395,1.0
0.70992595,0.6752669,0.49170998,0.5210261,0.0
0.35585186,0.28932384,0.46003464,0.68474907,1.0
0.23525926,0.18505338,0.66790396,0.4695823,1.0
0.52148145,0.37846977,0.5033408,0.80557895,0.0
0.3594074,0.2886121,0.68968076,0.552425,1.0
0.8927407,0.7939502,0.5055679,0.38351557,0.0
0.43585184,0.3263345,0.5491215,0.41421363,1.0
0.6340741,0.5925267,0.47884187,0.5116344,0.0
0.88355553,0.7185053,0.44394952,0.30529857,0.0
0.5422222,0.29679716,0.44295967,0.4415475,1.0
0.7928889,0.8891459,0.25414503,0.6634427,0.0
0.522963,0.37313166,0.5167038,0.85239697,0.0
0.46014816,0.33274022,0.56792873,0.64578074,1.0
0.17185186,0.34430605,0.6562732,0.5841043,1.0
0.28474075,0.28790036,0.6760703,0.59938323,1.0
0.3288889,0.29733098,0.6312794,0.8086627,1.0
0.8565926,0.77882564,0.42192528,0.46047097,0.0
0.7318519,0.43932384,0.3429844,0.5120549,0.0
0.5845926,0.7327402,0.29943085,0.89795345,0.0
0.3197037,0.266726,0.47018066,0.72988504,1.0
0.6524444,0.81868327,0.2264291,0.5042052,0.0
0.099851854,0.28380784,0.1905469,0.88772076,1.0
0.76592594,0.7898576,0.4162336,0.777404,0.0
0.9131852,0.8633452,0.31551597,0.3329128,0.0
0.31614816,0.27241993,0.4540955,0.45262125,1.0
0.49837038,0.638968,0.66320217,0.62881976,0.0
0.83022225,0.8197509,0.4711705,0.37832913,0.0
0.3448889,0.28113878,0.7213561,0.7590412,1.0
0.94637036,0.7046263,0.23880228,0.14676198,0.0
0.33244446,0.24893239,0.5555556,0.7060555,1.0
0.35377777,0.28701067,0.6683989,0.8329128,1.0
0.73807406,0.56121,0.35214055,0.41673675,0.0
0.37807408,0.29928824,0.55035883,0.64592093,1.0
0.36177778,0.26227757,0.56099975,0.7517522,1.0
0.38992593,0.32580072,0.45137343,0.8202972,1.0
0.67348146,0.8341637,0.45879734,0.6348472,0.0
0.23733333,0.22188613,0.30685472,0.9988786,1.0
0.328,0.32811388,0.7498144,0.42570788,1.0
0.18192592,0.2158363,0.40658253,0.72876364,1.0
0.6862222,0.769573,0.4481564,0.36767593,0.0
0.24414815,0.26868328,0.63895077,0.5406504,1.0
0.7842963,0.56121,0.33382827,0.50714886,0.0
0.55822223,0.5718861,0.572878,0.8219792,0.0
0.29451853,0.30177936,0.5540708,0.679002,1.0
0.5777778,0.45231315,0.39074486,0.79156154,0.0
0.7137778,0.41921708,0.4189557,0.09265489,0.0
0.2477037,0.28647688,0.671121,0.7856742,1.0
0.20888889,0.2019573,0.810443,0.7126437,1.0
0.7081481,0.5912811,0.49195743,0.46285394,0.0
0.79703707,0.463879,0.3343232,0.5043454,0.0
0.53096294,0.7699288,0.48304874,0.63512754,0.0
0.24355556,0.28932384,0.5360059,0.9363611,1.0
0.152,0.25355873,0.6149468,0.7375946,1.0
0.6260741,0.5816726,0.47958425,0.71923184,0.0
0.6162963,0.51708186,0.54070777,0.65965796,0.0
0.17451853,0.266726,0.46597376,0.89809364,1.0
0.5842963,0.48896798,0.30116308,0.8327726,0.0
0.41007408,0.3227758,0.70527095,0.69764507,1.0
0.84385186,0.8683274,0.39297202,0.65068686,0.0
0.432,0.48736656,0.7802524,0.36164844,1.0
0.101925924,0.31120998,0.5162089,0.85309786,1.0
0.6705185,0.60231316,0.6055432,0.45752734,0.0
0.40533334,0.24270463,0.5721356,0.5957387,1.0
0.8882963,0.9046263,0.37119526,0.38533783,0.0
0.7745185,0.85658365,0.43380353,0.40930754,0.0
0.8411852,0.78701067,0.39618906,0.53980935,0.0
0.48029628,0.49466193,0.5077951,0.75735915,1.0
0.5084444,0.44893238,0.5721356,0.6460611,1.0
0.31407407,0.286121,0.55852515,0.67409587,1.0
0.70014817,0.5553381,0.51744616,0.53139895,0.0
0.29037037,0.2549822,0.34545904,0.7692739,1.0
0.7025185,0.6864769,0.616679,0.17844127,0.0
0.89244443,0.8014235,0.3063598,0.6293804,0.0
0.3611852,0.29217082,0.44716653,0.27418,1.0
0.6157037,0.60622776,0.3207127,0.7738996,0.0
0.85066664,0.8258007,0.32986885,0.38673955,0.0
0.60444444,0.63007116,0.62657756,0.787076,0.0
0.27881482,0.26441282,0.44840387,0.7409588,1.0
0.6877037,0.45231315,0.39346695,0.48009533,0.0
0.34192592,0.24590747,0.7510517,0.46495655,1.0
0.8091852,0.84875447,0.42291513,0.72049344,0.0
0.48474073,0.47544485,0.22321208,0.999159,0.0
0.63674074,0.48896798,0.27418956,0.6076535,0.0
0.73925924,0.8117438,0.36500865,0.86487246,0.0
0.23348148,0.26868328,0.64860183,0.60414916,1.0
0.13244444,0.27935943,0.69463,0.8704794,1.0
0.19348148,0.27419928,0.44419697,0.8578637,1.0
0.33392593,0.24768683,0.48304874,0.6892347,1.0
0.16829629,0.25711745,0.62633014,0.80109334,1.0
0.110518515,0.28505337,0.68250436,0.75834036,1.0
0.4877037,0.463879,0.43281367,0.8351556,1.0
0.73362964,0.8514235,0.23311062,0.8929072,0.0
0.21481481,0.2946619,0.9158624,0.8700589,1.0
0.81303704,0.8475089,0.34545904,0.4533221,0.0
0.5445926,0.73843414,0.4969067,0.5030838,1.0
0.14311111,0.17491104,0.6666667,0.66162044,1.0
0.74666667,0.6836299,0.5897055,0.26745164,0.0
0.59585184,0.69875443,0.681267,0.5103729,0.0
0.28829628,0.2613879,0.5416976,0.8163723,1.0
0.6666667,0.33256227,0.32838407,0.6236333,0.0
0.088,0.31120998,0.5073002,0.904822,1.0
0.25392592,0.31423488,0.50680524,0.69694424,1.0
0.8722963,0.85658365,0.4434546,0.22974488,0.0
0.30607408,0.40355873,0.46795347,0.9997197,1.0
0.34874073,0.43540925,0.39618906,0.81286794,1.0
0.328,0.33772242,0.5726305,0.83683765,1.0
0.68237036,0.56103206,0.4766147,0.53868794,0.0
0.6237037,0.66120994,0.5775798,0.5867676,0.0
0.62103707,0.7914591,0.31823805,0.7772638,0.0
0.49185187,0.65373665,0.68077207,0.6909167,1.0
0.5463704,0.57651246,0.5788171,0.68615085,0.0
0.4722963,0.30035588,0.59317,0.45850855,1.0
0.32562962,0.28113878,0.73100716,0.80431736,1.0
0.11792593,0.25355873,0.71145755,0.7933838,1.0
0.7964444,0.74537367,0.6142044,0.22133446,0.0
0.30192593,0.2597865,0.46622124,0.686291,1.0
0.74755555,0.41014236,0.38802278,0.4474348,0.0
0.6005926,0.36032027,0.5228904,0.6574152,1.0
0.15881482,0.2946619,0.9670873,0.7716569,1.0
0.42903703,0.5064057,0.5463994,0.6215307,1.0
0.6394074,0.85658365,0.45731255,0.83641714,0.0
0.610963,0.7914591,0.34768623,0.6550322,0.0
0.6711111,0.65017796,0.51942587,0.8179142,0.0
0.40918517,0.29181495,0.7654046,0.5236894,1.0
0.35466668,0.22989324,0.5421925,0.73423046,1.0
0.60918516,0.45231315,0.39470428,0.74642557,0.0
0.43585184,0.49466193,0.53922296,0.67297447,1.0
0.51525927,0.51316726,0.4595397,0.77978694,0.0
0.41748148,0.28451958,0.33135363,0.6923185,1.0
0.62844443,0.6781139,0.4780995,0.7261004,0.0
0.6702222,0.5976868,0.6010888,0.40538266,0.0
0.7451852,0.7113879,0.5483791,0.25399494,0.0
0.8068148,0.80711746,0.41227418,0.5294365,0.0
0.8373333,0.8117438,0.3674833,0.6569947,0.0
0.36888888,0.2768683,0.72209847,0.6328848,1.0
0.35437036,0.3113879,0.9361544,0.6797028,1.0
0.8613333,0.7855872,0.46003464,0.24908887,0.0
0.70666665,0.6355872,0.4976491,0.594337,0.0
0.20474075,0.27330962,0.75699085,0.68769276,1.0
0.6068148,0.32793593,0.5639693,0.18138492,1.0
0.5508148,0.5256228,0.5887157,0.49691617,0.0
0.9354074,0.8131673,0.37639198,0.50490606,0.0
0.108444445,0.27153024,0.63771343,0.76815253,1.0
0.40177777,0.29537368,0.46250927,0.9524811,1.0
0.34192592,0.28523132,0.65033406,0.6176058,1.0
0.9351111,0.8633452,0.31947538,0.2681525,0.0
0.8284444,0.7939502,0.5055679,0.571769,0.0
0.1608889,0.28131673,0.6795348,0.7253995,1.0
0.24711111,0.2807829,0.80697846,0.87931037,1.0
0.37274075,0.266726,0.4563227,0.5053266,1.0
0.2705185,0.27491105,0.82009405,0.7286235,1.0
0.8136296,0.7382562,0.4508785,0.4827586,0.0
0.65511113,0.67348754,0.48577085,0.8088029,0.0
0.5232593,0.32153025,0.46448898,0.57639474,0.0
0.22548148,0.28540924,0.91808957,0.8354359,1.0
0.25066668,0.2718861,0.6864638,0.7820297,1.0
0.744,0.65978646,0.45038357,0.58858985,0.0
0.730963,0.76120996,0.29547143,0.3805719,0.0
0.2314074,0.27846974,0.65676814,0.96972245,1.0
0.7048889,0.56121,0.33308586,0.7396972,0.0
0.13837036,0.1935943,0.51299185,0.88617885,1.0
0.75733334,0.7064057,0.49987626,0.3099243,0.0
0.84355557,0.74483985,0.5320465,0.34356603,0.0
0.61244446,0.44412813,0.38554814,0.76773196,0.0
0.84,0.78256226,0.36575106,0.404822,0.0
0.33185184,0.28701067,0.6664192,0.89781326,1.0
0.48325926,0.3261566,0.5944073,0.3383796,1.0
0.47051853,0.33772242,0.6537986,0.4529016,1.0
0.5285926,0.34964412,0.5268498,0.391926,0.0
0.50251853,0.42437723,0.47785202,0.41883937,1.0
0.15377778,0.28807828,0.21133383,0.95752734,1.0
0.31674075,0.35854092,0.5669389,0.75707877,1.0
0.8705185,0.7886121,0.48775056,0.32590413,0.0
0.2548148,0.34377223,0.7582282,0.87706757,1.0
0.69155556,0.7677936,0.5038357,0.6097561,0.0
0.23318519,0.28683275,0.62732,0.59195405,1.0
0.8794074,0.85658365,0.44097996,0.15909728,0.0
0.509037,0.65373665,0.6708735,0.67213345,0.0
0.296,0.3510676,0.5028458,0.853238,1.0
0.656,0.6149466,0.427122,0.8068405,0.0
0.717037,0.8713523,0.5642168,0.73465097,0.0
0.5108148,0.7466192,0.50259835,0.7615643,0.0
0.653037,0.47935942,0.32195002,0.59069246,0.0
0.472,0.5866548,0.5112596,0.74278104,0.0
0.39437038,0.29234874,0.3531304,0.7504906,1.0
0.76237035,0.89395016,0.6278149,0.40762547,0.0
0.6002963,0.5976868,0.6208859,0.65909725,0.0
0.53066665,0.45960855,0.386538,0.93173534,0.0
0.728,0.82241994,0.4486513,0.7301654,0.0
0.7496296,0.7318505,0.51521903,0.14676198,0.0
0.36,0.27526692,0.42068794,0.7856742,1.0
0.76622224,0.78701067,0.4018807,0.74768716,0.0
0.46844444,0.32313168,0.69586736,0.59868234,1.0
0.81866664,0.7144128,0.5426875,0.3880011,0.0
0.74814814,0.84021354,0.40460283,0.86206895,0.0
0.90962964,0.85765123,0.35065576,0.43159518,0.0
0.50696295,0.6565836,0.47414008,0.80151385,0.0
0.65422225,0.6923488,0.50680524,0.65054667,0.0
0.7638519,0.43932384,0.3172482,0.39557052,0.0
0.26844445,0.34430605,0.7050235,0.4122512,1.0
0.7585185,0.60231316,0.505073,0.3100645,0.0
0.4645926,0.2702847,0.21875773,0.6215307,1.0
0.81274074,0.77740216,0.25315517,0.20142977,0.0
0.3602963,0.5064057,0.5919327,0.46972245,1.0
0.1762963,0.25355873,0.7112101,0.7269414,1.0
0.136,0.28131673,0.6594902,0.7928231,1.0
0.5528889,0.5836299,0.59589213,0.5577516,0.0
0.52414817,0.70747334,0.5602574,0.6316232,0.0
0.4645926,0.6864769,0.6713685,0.75399494,0.0
0.78044444,0.8475089,0.36451373,0.57779646,0.0
0.88503706,0.76298934,0.30685472,0.119568266,0.0
0.5754074,0.44893238,0.60702795,0.5670031,0.0
0.6465185,0.59181494,0.583024,0.57695544,0.0
0.47081482,0.3261566,0.59613955,0.46495655,1.0
0.22637036,0.3227758,0.6434051,0.77768433,1.0
0.36888888,0.3400356,0.8715664,0.5326605,1.0
0.68325925,0.769573,0.4528582,0.37678722,0.0
0.6628148,0.5895018,0.4555803,0.6869919,0.0
0.34814814,0.2519573,0.58698344,0.69442105,1.0
0.69244444,0.8295374,0.34199455,0.8557612,0.0
0.83614814,0.75693953,0.32986885,0.3336137,0.0
0.23792593,0.20106761,0.8366741,0.57765627,1.0
0.5125926,0.5976868,0.59836674,0.7945052,0.0
0.69185185,0.5953737,0.4142539,0.61410147,0.0
0.24711111,0.28131673,0.6555308,0.7497897,1.0
0.39940742,0.28007117,0.31823805,0.7950659,1.0
0.728,0.6149466,0.42316258,0.60414916,0.0
0.31081483,0.2727758,0.56545407,0.7537146,1.0
0.053037036,0.17491104,0.63944566,0.98528177,1.0
0.67525923,0.42597866,0.26800296,0.6090552,0.0
0.8136296,0.79234874,0.55233854,0.5375666,0.0
0.40622222,0.26049823,0.5966345,0.5250911,0.0
0.48266667,0.4039146,0.55877256,0.7521727,0.0
0.5697778,0.7850534,0.44988865,0.8566022,0.0
0.9300741,0.80854094,0.3924771,0.42893186,0.0
0.46962962,0.6177936,0.6020787,0.81511074,1.0
0.34666666,0.27633452,0.4488988,0.7852537,1.0
0.33688888,0.3266904,0.4380104,0.9851416,1.0
0.55318516,0.463879,0.35906953,0.86753577,0.0
0.18992592,0.2788256,0.7144271,0.7591814,1.0
0.8011852,0.7327402,0.44147488,0.20269133,0.0
0.78014815,0.6425267,0.41573867,0.5025231,0.0
0.5697778,0.51316726,0.4793368,0.7961873,0.0
0.3445926,0.2807829,0.82949764,0.6791421,1.0
0.27703702,0.2613879,0.54590446,0.8350154,1.0
0.75674075,0.93576515,0.6072754,0.62447435,0.0
0.7451852,0.6588968,0.37738183,0.6327446,0.0
0.7182222,0.7120997,0.40930462,0.3264648,0.0
0.76622224,0.8234875,0.28507796,0.6914774,0.0
0.6651852,0.40160143,0.27171493,0.5835436,0.0
0.752,0.82241994,0.44444445,0.662882,0.0
0.78074074,0.6425267,0.4033655,0.4726661,0.0
0.488,0.3352313,0.6419203,0.33739838,1.0
0.8423704,0.76298934,0.41549122,0.5026633,0.0
0.26637036,0.2727758,0.52981937,0.8218391,1.0
0.6672593,0.38380784,0.51546645,0.27277824,0.0
0.4962963,0.7535587,0.29398665,0.79156154,0.0
0.19792593,0.19377224,0.91091317,0.77936643,1.0
0.5588148,0.6797153,0.50433064,0.70899916,0.0
0.2728889,0.27313167,0.67829746,0.8106252,1.0
0.45392594,0.32793593,0.57411534,0.4223437,1.0
0.544,0.45017794,0.5317991,0.7468461,1.0
0.509037,0.6033808,0.4766147,0.84917295,0.0
0.8565926,0.82241994,0.42291513,0.3024951,0.0
0.5703704,0.44893238,0.5822816,0.5229885,0.0
0.15644445,0.32544485,0.660975,0.6068125,1.0
0.6011852,0.5866548,0.51521903,0.56462014,0.0
0.6011852,0.8172598,0.3788666,0.6527895,0.0
0.25125927,0.26049823,0.70700324,0.866134,1.0
0.68355554,0.68594307,0.4088097,0.68601066,0.0
0.42014813,0.42437723,0.5513487,0.6670872,1.0
0.41155556,0.31370106,0.36179164,0.6621811,1.0
0.54814816,0.43291816,0.46226183,0.5637791,1.0
0.6002963,0.80711746,0.43627813,0.7590412,0.0
0.31140742,0.3261566,0.5783222,0.762125,1.0
0.5608889,0.58434165,0.6099975,0.5866274,0.0
0.672,0.7064057,0.52412766,0.48373982,0.0
0.8391111,0.77544487,0.3214551,0.16680685,0.0
0.2325926,0.2613879,0.5664439,0.8445472,1.0
0.7724444,0.66370106,0.41128433,0.38730025,0.0
